CREATE TABLE Customer (
    CustomerID INT PRIMARY KEY,
    Name VARCHAR(100),
    Age INT,
    Gender VARCHAR(10),
    SubscriptionType VARCHAR(20),
    SubscriptionDate DATE,
    LastLoginDate DATE,
    TotalSessions INT,
    FeedbackScore INT,
    IsChurned INT
);



INSERT INTO Customer VALUES (1, 'Mahesh Gupta_1', 24, 'Male', 'Premium', '2024-01-18', '2026-03-13', 113, 2, 0);
INSERT INTO Customer VALUES (18627, 'Pari Joshi_18627', 43, 'Other', 'Basic', '2024-01-06', '2026-04-02', 98, 1, 1);
INSERT INTO Customer VALUES (18628, 'Navya Yadav_18628', 31, 'Other', 'Basic', '2025-11-29', '2026-04-17', 261, 5, 0);
INSERT INTO Customer VALUES (18629, 'Priya Pandya_18629', 48, 'Female', 'Standard', '2023-11-10', '2026-01-23', 227, 4, 0);
INSERT INTO Customer VALUES (18630, 'Vivaan Reddy_18630', 51, 'Other', 'Standard', '2024-10-24', '2026-02-11', 190, 3, 0);
INSERT INTO Customer VALUES (18631, 'Neha Sharma_18631', 22, 'Female', 'Premium', '2024-11-11', '2026-01-22', 435, 3, 1);
INSERT INTO Customer VALUES (18632, 'Pooja Kumar_18632', 49, 'Male', 'Basic', '2024-05-12', '2026-03-23', 259, 5, 1);
INSERT INTO Customer VALUES (18633, 'Sai Chatterjee_18633', 25, 'Male', 'Standard', '2026-02-15', '2026-02-14', 331, 1, 0);
INSERT INTO Customer VALUES (18634, 'Vihaan Jain_18634', 47, 'Other', 'Basic', '2023-09-29', '2026-03-13', 22, 4, 1);
INSERT INTO Customer VALUES (18635, 'Diya Kulkarni_18635', 51, 'Male', 'Basic', '2024-03-21', '2026-03-07', 35, 5, 1);
INSERT INTO Customer VALUES (18636, 'Mahesh Pillai_18636', 28, 'Other', 'Premium', '2025-01-28', '2026-04-23', 353, 4, 1);
INSERT INTO Customer VALUES (18637, 'Neha Bansal_18637', 60, 'Male', 'Basic', '2025-10-06', '2026-03-05', 219, 3, 0);
INSERT INTO Customer VALUES (18638, 'Aanya Pandya_18638', 18, 'Male', 'Standard', '2023-09-23', '2026-02-03', 408, 2, 1);
INSERT INTO Customer VALUES (18639, 'Saanvi Nair_18639', 67, 'Male', 'Premium', '2024-05-31', '2026-03-02', 154, 4, 1);
INSERT INTO Customer VALUES (18640, 'Diya Kumar_18640', 37, 'Female', 'Standard', '2025-01-24', '2026-02-26', 484, 1, 0);
INSERT INTO Customer VALUES (18641, 'Neha Gupta_18641', 28, 'Male', 'Premium', '2024-02-28', '2026-02-20', 107, 1, 0);
INSERT INTO Customer VALUES (18642, 'Reyansh Naidu_18642', 63, 'Male', 'Premium', '2026-02-15', '2026-04-15', 279, 5, 0);
INSERT INTO Customer VALUES (18643, 'Rahul Iyer_18643', 41, 'Male', 'Premium', '2024-07-25', '2026-02-05', 251, 1, 1);
INSERT INTO Customer VALUES (18644, 'Kavya Chauhan_18644', 51, 'Male', 'Basic', '2025-08-26', '2026-02-21', 365, 3, 0);
INSERT INTO Customer VALUES (18645, 'Anika Kumar_18645', 24, 'Female', 'Standard', '2024-01-24', '2026-02-21', 310, 5, 0);
INSERT INTO Customer VALUES (18646, 'Aanya Menon_18646', 45, 'Other', 'Premium', '2025-05-10', '2026-04-09', 219, 1, 1);
INSERT INTO Customer VALUES (18647, 'Sneha Chauhan_18647', 45, 'Female', 'Premium', '2025-08-15', '2026-01-22', 84, 5, 1);
INSERT INTO Customer VALUES (18648, 'Vihaan Kapoor_18648', 24, 'Other', 'Standard', '2025-10-27', '2026-03-01', 334, 3, 1);
INSERT INTO Customer VALUES (18649, 'Karan Singh_18649', 61, 'Other', 'Standard', '2023-12-22', '2026-04-10', 370, 2, 0);
INSERT INTO Customer VALUES (18650, 'Shaurya Mehta_18650', 24, 'Other', 'Basic', '2025-01-31', '2026-02-21', 199, 1, 0);
INSERT INTO Customer VALUES (18651, 'Kavya Gupta_18651', 52, 'Male', 'Standard', '2026-03-11', '2026-04-27', 160, 2, 0);
INSERT INTO Customer VALUES (18652, 'Diya Pillai_18652', 67, 'Male', 'Basic', '2023-08-03', '2026-03-26', 183, 5, 0);
INSERT INTO Customer VALUES (18653, 'Alok Menon_18653', 55, 'Male', 'Premium', '2024-05-19', '2026-04-11', 422, 5, 1);
INSERT INTO Customer VALUES (18654, 'Aarav Menon_18654', 36, 'Other', 'Premium', '2026-04-14', '2026-03-05', 232, 1, 0);
INSERT INTO Customer VALUES (18655, 'Pari Shah_18655', 66, 'Male', 'Basic', '2024-06-29', '2026-03-07', 118, 3, 0);
INSERT INTO Customer VALUES (18656, 'Rahul Naidu_18656', 62, 'Male', 'Basic', '2026-02-05', '2026-02-08', 28, 2, 0);
INSERT INTO Customer VALUES (18657, 'Aarav Trivedi_18657', 42, 'Female', 'Premium', '2026-04-04', '2026-02-01', 270, 1, 1);
INSERT INTO Customer VALUES (18658, 'Meera Mishra_18658', 62, 'Male', 'Standard', '2024-06-09', '2026-02-28', 178, 1, 1);
INSERT INTO Customer VALUES (18659, 'Ira Shetty_18659', 47, 'Other', 'Standard', '2025-08-08', '2026-04-04', 163, 3, 1);
INSERT INTO Customer VALUES (18660, 'Anika Reddy_18660', 45, 'Female', 'Standard', '2024-03-23', '2026-01-20', 430, 2, 0);
INSERT INTO Customer VALUES (18661, 'Deepak Nair_18661', 23, 'Female', 'Basic', '2026-01-25', '2026-02-02', 334, 4, 1);
INSERT INTO Customer VALUES (18662, 'Neha Desai_18662', 31, 'Male', 'Standard', '2025-08-22', '2026-04-06', 179, 3, 1);
INSERT INTO Customer VALUES (18663, 'Myra Pandya_18663', 60, 'Female', 'Premium', '2024-12-12', '2026-04-13', 472, 3, 1);
INSERT INTO Customer VALUES (18664, 'Vikas Nair_18664', 61, 'Other', 'Premium', '2024-12-15', '2026-03-06', 307, 2, 1);
INSERT INTO Customer VALUES (18665, 'Diya Shetty_18665', 20, 'Female', 'Premium', '2025-05-05', '2026-03-08', 305, 2, 0);
INSERT INTO Customer VALUES (18666, 'Neha Kumar_18666', 61, 'Male', 'Basic', '2025-09-28', '2026-02-08', 244, 3, 0);
INSERT INTO Customer VALUES (18667, 'Nitin Desai_18667', 67, 'Male', 'Standard', '2024-06-12', '2026-03-23', 320, 4, 1);
INSERT INTO Customer VALUES (18668, 'Nitin Bansal_18668', 40, 'Male', 'Premium', '2024-08-10', '2026-04-08', 396, 3, 1);
INSERT INTO Customer VALUES (18669, 'Saanvi Kumar_18669', 27, 'Male', 'Premium', '2025-09-06', '2026-03-09', 29, 3, 0);
INSERT INTO Customer VALUES (18670, 'Suresh Kapoor_18670', 46, 'Other', 'Basic', '2024-02-03', '2026-03-02', 76, 3, 0);
INSERT INTO Customer VALUES (18671, 'Nisha Chauhan_18671', 26, 'Female', 'Basic', '2025-09-21', '2026-01-21', 367, 5, 1);
INSERT INTO Customer VALUES (18672, 'Vivaan Yadav_18672', 55, 'Other', 'Premium', '2023-11-11', '2026-04-21', 128, 5, 0);
INSERT INTO Customer VALUES (18673, 'Arjun Verma_18673', 29, 'Other', 'Basic', '2026-01-11', '2026-03-31', 415, 4, 0);
INSERT INTO Customer VALUES (18674, 'Anika Naidu_18674', 58, 'Other', 'Standard', '2023-09-24', '2026-01-25', 154, 1, 1);
INSERT INTO Customer VALUES (18675, 'Riya Verma_18675', 22, 'Other', 'Basic', '2025-11-04', '2026-03-31', 186, 4, 1);
INSERT INTO Customer VALUES (18676, 'Myra Chatterjee_18676', 19, 'Female', 'Standard', '2024-04-21', '2026-03-09', 166, 5, 0);
INSERT INTO Customer VALUES (18677, 'Rahul Chatterjee_18677', 62, 'Male', 'Basic', '2024-09-07', '2026-02-04', 137, 1, 1);
INSERT INTO Customer VALUES (18678, 'Alok Desai_18678', 32, 'Other', 'Premium', '2025-08-04', '2026-02-22', 69, 1, 0);
INSERT INTO Customer VALUES (18679, 'Anaya Menon_18679', 23, 'Other', 'Basic', '2024-04-29', '2026-02-10', 83, 3, 1);
INSERT INTO Customer VALUES (18680, 'Simran Agarwal_18680', 48, 'Male', 'Standard', '2025-02-04', '2026-04-27', 221, 3, 0);
INSERT INTO Customer VALUES (18681, 'Myra Gupta_18681', 44, 'Female', 'Standard', '2026-04-20', '2026-03-05', 354, 1, 1);
INSERT INTO Customer VALUES (18682, 'Alok Nair_18682', 56, 'Other', 'Standard', '2025-07-18', '2026-02-03', 466, 1, 0);
INSERT INTO Customer VALUES (18683, 'Aadhya Kulkarni_18683', 30, 'Other', 'Basic', '2025-10-18', '2026-03-10', 118, 1, 1);
INSERT INTO Customer VALUES (18684, 'Pooja Sharma_18684', 30, 'Other', 'Basic', '2025-07-29', '2026-03-07', 193, 1, 0);
INSERT INTO Customer VALUES (18685, 'Aditya Singh_18685', 41, 'Other', 'Premium', '2026-01-03', '2026-04-19', 216, 2, 1);
INSERT INTO Customer VALUES (18686, 'Diya Patel_18686', 46, 'Male', 'Standard', '2024-01-11', '2026-03-11', 223, 5, 1);
INSERT INTO Customer VALUES (18687, 'Pari Mehta_18687', 33, 'Male', 'Standard', '2024-03-25', '2026-03-14', 218, 3, 0);
INSERT INTO Customer VALUES (18688, 'Nisha Sharma_18688', 44, 'Female', 'Basic', '2024-07-30', '2026-02-17', 12, 2, 0);
INSERT INTO Customer VALUES (18689, 'Vivaan Mishra_18689', 49, 'Female', 'Standard', '2023-10-25', '2026-03-08', 64, 3, 1);
INSERT INTO Customer VALUES (18690, 'Aditya Jain_18690', 45, 'Other', 'Premium', '2024-10-11', '2026-01-18', 286, 2, 1);
INSERT INTO Customer VALUES (18691, 'Rohan Das_18691', 33, 'Female', 'Standard', '2024-02-05', '2026-04-27', 409, 2, 0);
INSERT INTO Customer VALUES (18692, 'Arjun Naidu_18692', 38, 'Other', 'Basic', '2025-05-08', '2026-01-25', 170, 1, 1);
INSERT INTO Customer VALUES (18693, 'Rohan Sharma_18693', 43, 'Other', 'Premium', '2023-12-08', '2026-03-30', 65, 2, 1);
INSERT INTO Customer VALUES (18694, 'Vihaan Trivedi_18694', 61, 'Other', 'Premium', '2024-07-16', '2026-02-18', 311, 3, 1);
INSERT INTO Customer VALUES (18695, 'Meera Menon_18695', 60, 'Female', 'Standard', '2024-04-10', '2026-04-22', 2, 5, 0);
INSERT INTO Customer VALUES (18696, 'Rohan Kapoor_18696', 42, 'Male', 'Standard', '2026-04-12', '2026-03-12', 399, 1, 0);
INSERT INTO Customer VALUES (18697, 'Kavya Das_18697', 28, 'Male', 'Basic', '2025-12-15', '2026-04-08', 424, 4, 1);
INSERT INTO Customer VALUES (18698, 'Shaurya Bansal_18698', 27, 'Other', 'Premium', '2024-01-03', '2026-03-04', 173, 2, 0);
INSERT INTO Customer VALUES (18699, 'Anika Pandya_18699', 34, 'Female', 'Basic', '2025-08-27', '2026-02-14', 467, 2, 1);
INSERT INTO Customer VALUES (18700, 'Meera Naidu_18700', 20, 'Female', 'Basic', '2024-04-09', '2026-04-22', 320, 4, 0);
INSERT INTO Customer VALUES (18701, 'Vikas Verma_18701', 33, 'Female', 'Premium', '2024-01-19', '2026-02-22', 229, 4, 0);
INSERT INTO Customer VALUES (18702, 'Aditya Yadav_18702', 52, 'Female', 'Standard', '2025-10-09', '2026-03-24', 315, 2, 0);
INSERT INTO Customer VALUES (18703, 'Ankit Ghosh_18703', 33, 'Male', 'Standard', '2024-10-04', '2026-03-17', 80, 4, 1);
INSERT INTO Customer VALUES (18704, 'Rahul Kulkarni_18704', 43, 'Female', 'Premium', '2026-01-02', '2026-02-06', 69, 2, 0);
INSERT INTO Customer VALUES (18705, 'Aadhya Verma_18705', 25, 'Male', 'Standard', '2024-01-19', '2026-01-18', 51, 5, 1);
INSERT INTO Customer VALUES (18706, 'Anika Pillai_18706', 59, 'Female', 'Standard', '2026-04-05', '2026-03-09', 156, 5, 0);
INSERT INTO Customer VALUES (18707, 'Vikas Chauhan_18707', 61, 'Female', 'Basic', '2026-03-31', '2026-03-21', 359, 2, 1);
INSERT INTO Customer VALUES (18708, 'Nitin Ghosh_18708', 22, 'Male', 'Premium', '2024-02-02', '2026-04-25', 57, 2, 0);
INSERT INTO Customer VALUES (18709, 'Riya Reddy_18709', 45, 'Female', 'Premium', '2024-03-19', '2026-03-25', 306, 3, 1);
INSERT INTO Customer VALUES (18710, 'Arjun Gupta_18710', 63, 'Other', 'Standard', '2024-07-30', '2026-04-07', 212, 1, 1);
INSERT INTO Customer VALUES (18711, 'Nisha Kulkarni_18711', 51, 'Female', 'Standard', '2024-12-24', '2026-01-18', 446, 1, 0);
INSERT INTO Customer VALUES (18712, 'Krishna Reddy_18712', 49, 'Other', 'Premium', '2024-11-22', '2026-04-19', 193, 3, 0);
INSERT INTO Customer VALUES (18713, 'Deepak Mishra_18713', 44, 'Other', 'Premium', '2024-02-18', '2026-02-28', 364, 2, 0);
INSERT INTO Customer VALUES (18714, 'Navya Yadav_18714', 29, 'Other', 'Basic', '2023-09-06', '2026-04-28', 202, 5, 1);
INSERT INTO Customer VALUES (18715, 'Karan Menon_18715', 48, 'Other', 'Basic', '2024-07-31', '2026-02-23', 258, 1, 0);
INSERT INTO Customer VALUES (18716, 'Ira Verma_18716', 63, 'Other', 'Premium', '2025-09-09', '2026-01-21', 423, 1, 1);
INSERT INTO Customer VALUES (18717, 'Kavya Reddy_18717', 62, 'Female', 'Premium', '2023-08-04', '2026-02-25', 60, 4, 1);
INSERT INTO Customer VALUES (18718, 'Vikas Patel_18718', 26, 'Male', 'Standard', '2023-08-04', '2026-03-26', 25, 5, 1);
INSERT INTO Customer VALUES (18719, 'Nisha Shah_18719', 34, 'Other', 'Premium', '2025-02-27', '2026-01-26', 397, 1, 0);
INSERT INTO Customer VALUES (18720, 'Aarav Kapoor_18720', 45, 'Male', 'Standard', '2023-08-24', '2026-03-10', 194, 1, 1);
INSERT INTO Customer VALUES (18721, 'Krishna Iyer_18721', 42, 'Other', 'Premium', '2026-02-12', '2026-02-24', 43, 5, 0);
INSERT INTO Customer VALUES (18722, 'Deepak Bansal_18722', 64, 'Male', 'Standard', '2024-04-22', '2026-02-20', 464, 2, 1);
INSERT INTO Customer VALUES (18723, 'Vivaan Jain_18723', 44, 'Female', 'Basic', '2025-12-25', '2026-03-31', 492, 4, 0);
INSERT INTO Customer VALUES (18724, 'Myra Trivedi_18724', 35, 'Other', 'Standard', '2026-04-07', '2026-03-11', 294, 2, 0);
INSERT INTO Customer VALUES (18725, 'Aarav Pandya_18725', 43, 'Other', 'Premium', '2024-11-05', '2026-04-16', 471, 1, 1);
INSERT INTO Customer VALUES (18726, 'Neha Chatterjee_18726', 45, 'Male', 'Standard', '2025-10-18', '2026-03-05', 273, 4, 1);
INSERT INTO Customer VALUES (18727, 'Aadhya Chatterjee_18727', 19, 'Female', 'Standard', '2026-03-14', '2026-02-16', 430, 5, 0);
INSERT INTO Customer VALUES (18728, 'Aarav Desai_18728', 53, 'Male', 'Premium', '2024-06-03', '2026-03-08', 10, 4, 1);
INSERT INTO Customer VALUES (18729, 'Mahesh Chatterjee_18729', 34, 'Male', 'Standard', '2025-12-29', '2026-01-20', 282, 4, 0);
INSERT INTO Customer VALUES (18730, 'Rohan Ghosh_18730', 63, 'Other', 'Standard', '2023-11-01', '2026-02-26', 11, 5, 1);
INSERT INTO Customer VALUES (18731, 'Deepak Mehta_18731', 45, 'Female', 'Basic', '2024-07-05', '2026-02-10', 30, 3, 1);
INSERT INTO Customer VALUES (18732, 'Neha Menon_18732', 19, 'Male', 'Basic', '2026-03-27', '2026-03-13', 313, 4, 1);
INSERT INTO Customer VALUES (18733, 'Vivaan Chatterjee_18733', 20, 'Other', 'Basic', '2025-03-16', '2026-02-01', 149, 1, 1);
INSERT INTO Customer VALUES (18734, 'Alok Trivedi_18734', 30, 'Male', 'Premium', '2025-11-05', '2026-04-27', 88, 3, 0);
INSERT INTO Customer VALUES (18735, 'Pari Gupta_18735', 64, 'Female', 'Basic', '2026-01-16', '2026-02-28', 206, 5, 1);
INSERT INTO Customer VALUES (18736, 'Riya Shetty_18736', 25, 'Other', 'Basic', '2025-12-27', '2026-03-25', 296, 1, 1);
INSERT INTO Customer VALUES (18737, 'Ira Singh_18737', 39, 'Other', 'Standard', '2024-06-17', '2026-04-01', 448, 4, 1);
INSERT INTO Customer VALUES (18738, 'Vihaan Gupta_18738', 45, 'Other', 'Premium', '2023-11-02', '2026-02-08', 132, 2, 0);
INSERT INTO Customer VALUES (18739, 'Anaya Reddy_18739', 51, 'Female', 'Standard', '2026-01-06', '2026-03-19', 276, 1, 0);
INSERT INTO Customer VALUES (18740, 'Rahul Yadav_18740', 46, 'Other', 'Standard', '2026-01-23', '2026-02-15', 50, 4, 0);
INSERT INTO Customer VALUES (18741, 'Ishaan Gupta_18741', 30, 'Female', 'Standard', '2026-02-16', '2026-04-26', 29, 3, 0);
INSERT INTO Customer VALUES (18742, 'Pooja Agarwal_18742', 39, 'Female', 'Standard', '2025-07-29', '2026-02-02', 194, 3, 1);
INSERT INTO Customer VALUES (18743, 'Reyansh Bansal_18743', 56, 'Other', 'Premium', '2025-05-08', '2026-04-18', 75, 5, 0);
INSERT INTO Customer VALUES (18744, 'Rahul Pillai_18744', 41, 'Male', 'Basic', '2023-11-25', '2026-04-25', 65, 2, 0);
INSERT INTO Customer VALUES (18745, 'Rohan Naidu_18745', 34, 'Male', 'Premium', '2024-05-17', '2026-02-20', 188, 5, 0);
INSERT INTO Customer VALUES (18746, 'Meera Shah_18746', 44, 'Female', 'Standard', '2025-02-03', '2026-04-20', 361, 1, 1);
INSERT INTO Customer VALUES (18747, 'Simran Desai_18747', 23, 'Other', 'Basic', '2026-04-18', '2026-03-04', 251, 3, 1);
INSERT INTO Customer VALUES (18748, 'Anika Sharma_18748', 24, 'Male', 'Basic', '2024-02-05', '2026-02-03', 472, 3, 0);
INSERT INTO Customer VALUES (18749, 'Reyansh Verma_18749', 46, 'Male', 'Premium', '2024-02-15', '2026-04-12', 417, 2, 0);
INSERT INTO Customer VALUES (18750, 'Neha Bansal_18750', 26, 'Male', 'Standard', '2025-09-02', '2026-02-11', 69, 3, 0);
INSERT INTO Customer VALUES (18751, 'Suresh Das_18751', 34, 'Female', 'Premium', '2024-12-18', '2026-03-25', 291, 4, 1);
INSERT INTO Customer VALUES (18752, 'Anika Bansal_18752', 66, 'Male', 'Premium', '2025-07-13', '2026-03-05', 393, 4, 0);
INSERT INTO Customer VALUES (18753, 'Aarav Naidu_18753', 29, 'Male', 'Standard', '2025-11-04', '2026-04-28', 400, 4, 1);
INSERT INTO Customer VALUES (18754, 'Neha Menon_18754', 66, 'Male', 'Standard', '2025-02-24', '2026-02-03', 345, 1, 1);
INSERT INTO Customer VALUES (18755, 'Rohan Yadav_18755', 25, 'Other', 'Basic', '2023-08-18', '2026-02-10', 360, 4, 0);
INSERT INTO Customer VALUES (18756, 'Saanvi Kulkarni_18756', 52, 'Other', 'Premium', '2023-12-21', '2026-02-05', 396, 1, 0);
INSERT INTO Customer VALUES (18757, 'Amit Patel_18757', 41, 'Other', 'Basic', '2025-02-17', '2026-03-15', 65, 5, 1);
INSERT INTO Customer VALUES (18758, 'Vihaan Das_18758', 51, 'Male', 'Standard', '2024-11-19', '2026-04-13', 401, 1, 0);
INSERT INTO Customer VALUES (18759, 'Suresh Iyer_18759', 20, 'Other', 'Premium', '2025-03-20', '2026-03-05', 446, 3, 0);
INSERT INTO Customer VALUES (18760, 'Saanvi Kapoor_18760', 27, 'Female', 'Standard', '2024-06-28', '2026-01-29', 80, 1, 0);
INSERT INTO Customer VALUES (18761, 'Sneha Kulkarni_18761', 20, 'Other', 'Premium', '2025-11-22', '2026-03-30', 461, 2, 0);
INSERT INTO Customer VALUES (18762, 'Ira Sharma_18762', 56, 'Other', 'Standard', '2025-10-04', '2026-04-10', 244, 4, 1);
INSERT INTO Customer VALUES (18763, 'Rohan Bansal_18763', 39, 'Female', 'Standard', '2025-02-16', '2026-01-29', 258, 4, 0);
INSERT INTO Customer VALUES (18764, 'Pooja Menon_18764', 57, 'Other', 'Standard', '2023-09-27', '2026-03-06', 267, 4, 0);
INSERT INTO Customer VALUES (18765, 'Diya Ghosh_18765', 36, 'Male', 'Basic', '2025-10-13', '2026-02-13', 370, 5, 0);
INSERT INTO Customer VALUES (18766, 'Diya Menon_18766', 47, 'Other', 'Basic', '2025-01-06', '2026-02-08', 78, 4, 1);
INSERT INTO Customer VALUES (18767, 'Neha Mishra_18767', 52, 'Other', 'Premium', '2024-09-22', '2026-04-03', 161, 4, 0);
INSERT INTO Customer VALUES (18768, 'Aarav Mishra_18768', 55, 'Male', 'Premium', '2025-12-20', '2026-04-06', 132, 4, 0);
INSERT INTO Customer VALUES (18769, 'Neha Singh_18769', 46, 'Male', 'Basic', '2024-07-13', '2026-01-26', 39, 4, 1);
INSERT INTO Customer VALUES (18770, 'Saanvi Pillai_18770', 52, 'Female', 'Basic', '2023-12-14', '2026-03-26', 83, 1, 1);
INSERT INTO Customer VALUES (18771, 'Ira Desai_18771', 49, 'Male', 'Standard', '2023-11-20', '2026-01-24', 409, 2, 0);
INSERT INTO Customer VALUES (18772, 'Ankit Singh_18772', 39, 'Other', 'Basic', '2024-07-25', '2026-04-08', 434, 3, 0);
INSERT INTO Customer VALUES (18773, 'Amit Das_18773', 49, 'Male', 'Basic', '2025-03-30', '2026-04-23', 0, 5, 0);
INSERT INTO Customer VALUES (18774, 'Ankit Kapoor_18774', 57, 'Male', 'Standard', '2025-10-15', '2026-03-02', 32, 1, 1);
INSERT INTO Customer VALUES (18775, 'Nisha Nair_18775', 57, 'Female', 'Basic', '2025-05-08', '2026-04-28', 231, 2, 0);
INSERT INTO Customer VALUES (18776, 'Nisha Iyer_18776', 49, 'Male', 'Basic', '2026-03-27', '2026-04-05', 163, 5, 1);
INSERT INTO Customer VALUES (18777, 'Vivaan Joshi_18777', 53, 'Female', 'Basic', '2025-04-06', '2026-04-08', 245, 3, 0);
INSERT INTO Customer VALUES (18778, 'Karan Kapoor_18778', 39, 'Male', 'Standard', '2025-04-23', '2026-02-07', 67, 4, 0);
INSERT INTO Customer VALUES (18779, 'Arjun Kapoor_18779', 31, 'Male', 'Basic', '2025-09-29', '2026-01-31', 102, 3, 1);
INSERT INTO Customer VALUES (18780, 'Myra Mishra_18780', 59, 'Other', 'Basic', '2026-01-06', '2026-04-20', 452, 5, 1);
INSERT INTO Customer VALUES (18781, 'Alok Jain_18781', 63, 'Female', 'Standard', '2023-09-08', '2026-04-07', 302, 3, 0);
INSERT INTO Customer VALUES (18782, 'Reyansh Shetty_18782', 65, 'Male', 'Premium', '2026-02-21', '2026-03-15', 16, 2, 1);
INSERT INTO Customer VALUES (18783, 'Ira Chauhan_18783', 64, 'Other', 'Standard', '2023-11-05', '2026-04-26', 38, 4, 0);
INSERT INTO Customer VALUES (18784, 'Ira Shetty_18784', 55, 'Other', 'Standard', '2023-10-31', '2026-02-23', 170, 4, 1);
INSERT INTO Customer VALUES (18785, 'Ira Verma_18785', 52, 'Other', 'Standard', '2025-10-18', '2026-01-21', 313, 4, 1);
INSERT INTO Customer VALUES (18786, 'Sai Mishra_18786', 49, 'Other', 'Standard', '2025-04-25', '2026-02-22', 354, 5, 1);
INSERT INTO Customer VALUES (18787, 'Aarav Shetty_18787', 56, 'Male', 'Premium', '2025-04-29', '2026-04-15', 155, 4, 0);
INSERT INTO Customer VALUES (18788, 'Vikas Chatterjee_18788', 44, 'Other', 'Premium', '2025-07-18', '2026-03-28', 171, 5, 0);
INSERT INTO Customer VALUES (18789, 'Shaurya Mehta_18789', 20, 'Female', 'Basic', '2023-10-12', '2026-01-22', 426, 4, 1);
INSERT INTO Customer VALUES (18790, 'Kavya Jain_18790', 43, 'Other', 'Standard', '2023-10-10', '2026-04-01', 421, 4, 0);
INSERT INTO Customer VALUES (18791, 'Aadhya Trivedi_18791', 35, 'Female', 'Premium', '2025-08-24', '2026-04-25', 61, 3, 1);
INSERT INTO Customer VALUES (18792, 'Saanvi Das_18792', 44, 'Other', 'Premium', '2024-09-18', '2026-04-15', 140, 2, 1);
INSERT INTO Customer VALUES (18793, 'Deepak Pandya_18793', 62, 'Male', 'Basic', '2024-12-08', '2026-03-10', 49, 4, 1);
INSERT INTO Customer VALUES (18794, 'Aanya Naidu_18794', 48, 'Female', 'Basic', '2025-01-26', '2026-04-16', 208, 3, 1);
INSERT INTO Customer VALUES (18795, 'Nitin Mehta_18795', 20, 'Other', 'Basic', '2023-08-14', '2026-01-27', 60, 3, 0);
INSERT INTO Customer VALUES (18796, 'Anaya Kapoor_18796', 49, 'Other', 'Basic', '2024-08-24', '2026-04-26', 232, 2, 0);
INSERT INTO Customer VALUES (18797, 'Suresh Chatterjee_18797', 25, 'Other', 'Basic', '2025-11-09', '2026-04-13', 151, 4, 0);
INSERT INTO Customer VALUES (18798, 'Priya Kumar_18798', 34, 'Other', 'Premium', '2025-12-29', '2026-04-22', 473, 3, 0);
INSERT INTO Customer VALUES (18799, 'Pari Pandya_18799', 59, 'Female', 'Standard', '2024-08-15', '2026-02-16', 164, 5, 1);
INSERT INTO Customer VALUES (18800, 'Aarav Naidu_18800', 34, 'Other', 'Premium', '2024-01-18', '2026-02-09', 356, 2, 0);
INSERT INTO Customer VALUES (18801, 'Saanvi Menon_18801', 49, 'Male', 'Premium', '2024-04-01', '2026-02-19', 2, 2, 1);
INSERT INTO Customer VALUES (18802, 'Vikas Kapoor_18802', 28, 'Female', 'Standard', '2025-04-19', '2026-04-02', 76, 1, 0);
INSERT INTO Customer VALUES (18803, 'Nisha Gupta_18803', 59, 'Female', 'Premium', '2025-07-23', '2026-02-25', 372, 5, 0);
INSERT INTO Customer VALUES (18804, 'Navya Gupta_18804', 34, 'Other', 'Standard', '2024-01-05', '2026-01-20', 149, 2, 0);
INSERT INTO Customer VALUES (18805, 'Kavya Sharma_18805', 61, 'Other', 'Premium', '2025-08-08', '2026-02-23', 79, 3, 1);
INSERT INTO Customer VALUES (18806, 'Vikas Trivedi_18806', 42, 'Male', 'Standard', '2024-11-25', '2026-04-05', 144, 1, 1);
INSERT INTO Customer VALUES (18807, 'Amit Joshi_18807', 62, 'Female', 'Standard', '2025-06-02', '2026-04-16', 346, 1, 1);
INSERT INTO Customer VALUES (18808, 'Vikas Kulkarni_18808', 24, 'Male', 'Basic', '2024-05-27', '2026-02-24', 226, 2, 0);
INSERT INTO Customer VALUES (18809, 'Navya Ghosh_18809', 36, 'Male', 'Premium', '2025-01-22', '2026-03-07', 146, 4, 0);
INSERT INTO Customer VALUES (18810, 'Aditya Reddy_18810', 35, 'Other', 'Basic', '2025-11-03', '2026-02-27', 489, 4, 0);
INSERT INTO Customer VALUES (18811, 'Aarav Naidu_18811', 63, 'Other', 'Standard', '2023-09-19', '2026-04-25', 478, 1, 1);
INSERT INTO Customer VALUES (18812, 'Ishaan Bansal_18812', 44, 'Female', 'Basic', '2025-07-20', '2026-03-20', 387, 2, 0);
INSERT INTO Customer VALUES (18813, 'Ankit Pandya_18813', 49, 'Female', 'Standard', '2025-11-07', '2026-03-15', 186, 5, 0);
INSERT INTO Customer VALUES (18814, 'Rohan Agarwal_18814', 43, 'Other', 'Basic', '2025-04-26', '2026-04-11', 414, 4, 0);
INSERT INTO Customer VALUES (18815, 'Karan Ghosh_18815', 25, 'Female', 'Standard', '2025-05-15', '2026-03-05', 217, 2, 0);
INSERT INTO Customer VALUES (18816, 'Vivaan Joshi_18816', 46, 'Female', 'Premium', '2025-09-06', '2026-03-20', 251, 1, 1);
INSERT INTO Customer VALUES (18817, 'Suresh Menon_18817', 62, 'Other', 'Standard', '2025-02-06', '2026-03-28', 186, 2, 0);
